sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,swatch_image,swatch_image_label,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,related_skus,related_position,crosssell_skus,crosssell_position,upsell_skus,upsell_position,additional_images,additional_image_labels,hide_from_product_page,custom_options,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,bundle_shipment_type,configurable_variations,configurable_variation_labels,associated_skus
11,,Default,simple,Default Category/Women,base,Seed Product 11,,,,8,Taxable Goods,"Catalog, Search",357,,,,11,Seed Product,Seed Product,Seed Product,/1/0/10252272_105n10252272-105.jpg,,/1/0/10252272_105n10252272-105.jpg,,/1/0/10252272_105n10252272-105.jpg,,/1/0/10252272_105n10252272-105.jpg,,"12/21/18, 1:55 PM","12/22/18, 8:37 AM",,,Block after Info Column,,,,Use config,,,,,,,,,,607,7,8,7,7,8,8,8,10007,8,8,8,8,8,8,8,8,8,7,7,7,,,,,,,/1/0/10252272_105n10252272-105.jpg,,,,,,,,,,,,
12,,Default,simple,Default Category/Women,base,Seed Product 12,,,,9,Taxable Goods,"Catalog, Search",358,,,,12,Seed Product,Seed Product,Seed Product,/1/0/10252272_105n10252272-105.jpg,,/1/0/10252272_105n10252272-105.jpg,,/1/0/10252272_105n10252272-105.jpg,,/1/0/10252272_105n10252272-105.jpg,,"13/21/18, 1:55 PM","13/22/18, 8:37 AM",,,Block after Info Column,,,,Use config,,,,,,,,,,608,8,9,8,8,9,9,9,10008,9,9,9,9,9,9,9,9,9,8,8,8,,,,,,,/1/0/10252272_105n10252272-105.jpg,,,,,,,,,,,,
13,,Default,simple,Default Category/Women,base,Seed Product 13,,,,10,Taxable Goods,"Catalog, Search",359,,,,13,Seed Product,Seed Product,Seed Product,/1/0/10252272_105n10252272-105.jpg,,/1/0/10252272_105n10252272-105.jpg,,/1/0/10252272_105n10252272-105.jpg,,/1/0/10252272_105n10252272-105.jpg,,"14/21/18, 1:55 PM","14/22/18, 8:37 AM",,,Block after Info Column,,,,Use config,,,,,,,,,,609,9,10,9,9,10,10,10,10009,10,10,10,10,10,10,10,10,10,9,9,9,,,,,,,/1/0/10252272_105n10252272-105.jpg,,,,,,,,,,,,
14,,Default,simple,Default Category/Women,base,Seed Product 14,,,,11,Taxable Goods,"Catalog, Search",360,,,,14,Seed Product,Seed Product,Seed Product,/1/0/10252272_105n10252272-105.jpg,,/1/0/10252272_105n10252272-105.jpg,,/1/0/10252272_105n10252272-105.jpg,,/1/0/10252272_105n10252272-105.jpg,,"15/21/18, 1:55 PM","15/22/18, 8:37 AM",,,Block after Info Column,,,,Use config,,,,,,,,,,610,10,11,10,10,11,11,11,10010,11,11,11,11,11,11,11,11,11,10,10,10,,,,,,,/1/0/10252272_105n10252272-105.jpg,,,,,,,,,,,,
15,,Default,simple,Default Category/Women,base,Seed Product 15,,,,12,Taxable Goods,"Catalog, Search",361,,,,15,Seed Product,Seed Product,Seed Product,/1/0/10252272_105n10252272-105.jpg,,/1/0/10252272_105n10252272-105.jpg,,/1/0/10252272_105n10252272-105.jpg,,/1/0/10252272_105n10252272-105.jpg,,"16/21/18, 1:55 PM","16/22/18, 8:37 AM",,,Block after Info Column,,,,Use config,,,,,,,,,,611,11,12,11,11,12,12,12,10011,12,12,12,12,12,12,12,12,12,11,11,11,,,,,,,/1/0/10252272_105n10252272-105.jpg,,,,,,,,,,,,
16,,Default,simple,Default Category/Women,base,Seed Product 16,,,,13,Taxable Goods,"Catalog, Search",362,,,,16,Seed Product,Seed Product,Seed Product,/1/0/10252272_105n10252272-105.jpg,,/1/0/10252272_105n10252272-105.jpg,,/1/0/10252272_105n10252272-105.jpg,,/1/0/10252272_105n10252272-105.jpg,,"17/21/18, 1:55 PM","17/22/18, 8:37 AM",,,Block after Info Column,,,,Use config,,,,,,,,,,612,12,13,12,12,13,13,13,10012,13,13,13,13,13,13,13,13,13,12,12,12,,,,,,,/1/0/10252272_105n10252272-105.jpg,,,,,,,,,,,,
17,,Default,simple,Default Category/Women,base,Seed Product 17,,,,14,Taxable Goods,"Catalog, Search",363,,,,17,Seed Product,Seed Product,Seed Product,/1/0/10252272_105n10252272-105.jpg,,/1/0/10252272_105n10252272-105.jpg,,/1/0/10252272_105n10252272-105.jpg,,/1/0/10252272_105n10252272-105.jpg,,"18/21/18, 1:55 PM","18/22/18, 8:37 AM",,,Block after Info Column,,,,Use config,,,,,,,,,,613,13,14,13,13,14,14,14,10013,14,14,14,14,14,14,14,14,14,13,13,13,,,,,,,/1/0/10252272_105n10252272-105.jpg,,,,,,,,,,,,
18,,Default,simple,Default Category/Women,base,Seed Product 18,,,,15,Taxable Goods,"Catalog, Search",364,,,,18,Seed Product,Seed Product,Seed Product,/1/0/10252272_105n10252272-105.jpg,,/1/0/10252272_105n10252272-105.jpg,,/1/0/10252272_105n10252272-105.jpg,,/1/0/10252272_105n10252272-105.jpg,,"19/21/18, 1:55 PM","19/22/18, 8:37 AM",,,Block after Info Column,,,,Use config,,,,,,,,,,614,14,15,14,14,15,15,15,10014,15,15,15,15,15,15,15,15,15,14,14,14,,,,,,,/1/0/10252272_105n10252272-105.jpg,,,,,,,,,,,,
19,,Default,simple,Default Category/Women,base,Seed Product 19,,,,16,Taxable Goods,"Catalog, Search",365,,,,19,Seed Product,Seed Product,Seed Product,/1/0/10252272_105n10252272-105.jpg,,/1/0/10252272_105n10252272-105.jpg,,/1/0/10252272_105n10252272-105.jpg,,/1/0/10252272_105n10252272-105.jpg,,"20/21/18, 1:55 PM","20/22/18, 8:37 AM",,,Block after Info Column,,,,Use config,,,,,,,,,,615,15,16,15,15,16,16,16,10015,16,16,16,16,16,16,16,16,16,15,15,15,,,,,,,/1/0/10252272_105n10252272-105.jpg,,,,,,,,,,,,
20,,Default,simple,Default Category/Women,base,Seed Product 20,,,,17,Taxable Goods,"Catalog, Search",366,,,,20,Seed Product,Seed Product,Seed Product,/1/0/10252272_105n10252272-105.jpg,,/1/0/10252272_105n10252272-105.jpg,,/1/0/10252272_105n10252272-105.jpg,,/1/0/10252272_105n10252272-105.jpg,,"21/21/18, 1:55 PM","21/22/18, 8:37 AM",,,Block after Info Column,,,,Use config,,,,,,,,,,616,16,17,16,16,17,17,17,10016,17,17,17,17,17,17,17,17,17,16,16,16,,,,,,,/1/0/10252272_105n10252272-105.jpg,,,,,,,,,,,,
21,,Default,simple,Default Category/Women,base,Seed Product 21,,,,18,Taxable Goods,"Catalog, Search",367,,,,21,Seed Product,Seed Product,Seed Product,/1/0/10252272_105n10252272-105.jpg,,/1/0/10252272_105n10252272-105.jpg,,/1/0/10252272_105n10252272-105.jpg,,/1/0/10252272_105n10252272-105.jpg,,"22/21/18, 1:55 PM","22/22/18, 8:37 AM",,,Block after Info Column,,,,Use config,,,,,,,,,,617,17,18,17,17,18,18,18,10017,18,18,18,18,18,18,18,18,18,17,17,17,,,,,,,/1/0/10252272_105n10252272-105.jpg,,,,,,,,,,,,
22,,Default,simple,Default Category/Women,base,Seed Product 22,,,,19,Taxable Goods,"Catalog, Search",368,,,,22,Seed Product,Seed Product,Seed Product,/1/0/10252272_105n10252272-105.jpg,,/1/0/10252272_105n10252272-105.jpg,,/1/0/10252272_105n10252272-105.jpg,,/1/0/10252272_105n10252272-105.jpg,,"23/21/18, 1:55 PM","23/22/18, 8:37 AM",,,Block after Info Column,,,,Use config,,,,,,,,,,618,18,19,18,18,19,19,19,10018,19,19,19,19,19,19,19,19,19,18,18,18,,,,,,,/1/0/10252272_105n10252272-105.jpg,,,,,,,,,,,,
23,,Default,simple,Default Category/Women,base,Seed Product 23,,,,20,Taxable Goods,"Catalog, Search",369,,,,23,Seed Product,Seed Product,Seed Product,/1/0/10252272_105n10252272-105.jpg,,/1/0/10252272_105n10252272-105.jpg,,/1/0/10252272_105n10252272-105.jpg,,/1/0/10252272_105n10252272-105.jpg,,"24/21/18, 1:55 PM","24/22/18, 8:37 AM",,,Block after Info Column,,,,Use config,,,,,,,,,,619,19,20,19,19,20,20,20,10019,20,20,20,20,20,20,20,20,20,19,19,19,,,,,,,/1/0/10252272_105n10252272-105.jpg,,,,,,,,,,,,
24,,Default,simple,Default Category/Women,base,Seed Product 24,,,,21,Taxable Goods,"Catalog, Search",370,,,,24,Seed Product,Seed Product,Seed Product,/1/0/10252272_105n10252272-105.jpg,,/1/0/10252272_105n10252272-105.jpg,,/1/0/10252272_105n10252272-105.jpg,,/1/0/10252272_105n10252272-105.jpg,,"25/21/18, 1:55 PM","25/22/18, 8:37 AM",,,Block after Info Column,,,,Use config,,,,,,,,,,620,20,21,20,20,21,21,21,10020,21,21,21,21,21,21,21,21,21,20,20,20,,,,,,,/1/0/10252272_105n10252272-105.jpg,,,,,,,,,,,,
25,,Default,simple,Default Category/Women,base,Seed Product 25,,,,22,Taxable Goods,"Catalog, Search",371,,,,25,Seed Product,Seed Product,Seed Product,/1/0/10252272_105n10252272-105.jpg,,/1/0/10252272_105n10252272-105.jpg,,/1/0/10252272_105n10252272-105.jpg,,/1/0/10252272_105n10252272-105.jpg,,"26/21/18, 1:55 PM","26/22/18, 8:37 AM",,,Block after Info Column,,,,Use config,,,,,,,,,,621,21,22,21,21,22,22,22,10021,22,22,22,22,22,22,22,22,22,21,21,21,,,,,,,/1/0/10252272_105n10252272-105.jpg,,,,,,,,,,,,
26,,Default,simple,Default Category/Women,base,Seed Product 26,,,,23,Taxable Goods,"Catalog, Search",372,,,,26,Seed Product,Seed Product,Seed Product,/1/0/10252272_105n10252272-105.jpg,,/1/0/10252272_105n10252272-105.jpg,,/1/0/10252272_105n10252272-105.jpg,,/1/0/10252272_105n10252272-105.jpg,,"27/21/18, 1:55 PM","27/22/18, 8:37 AM",,,Block after Info Column,,,,Use config,,,,,,,,,,622,22,23,22,22,23,23,23,10022,23,23,23,23,23,23,23,23,23,22,22,22,,,,,,,/1/0/10252272_105n10252272-105.jpg,,,,,,,,,,,,
27,,Default,simple,Default Category/Women,base,Seed Product 27,,,,24,Taxable Goods,"Catalog, Search",373,,,,27,Seed Product,Seed Product,Seed Product,/1/0/10252272_105n10252272-105.jpg,,/1/0/10252272_105n10252272-105.jpg,,/1/0/10252272_105n10252272-105.jpg,,/1/0/10252272_105n10252272-105.jpg,,"28/21/18, 1:55 PM","28/22/18, 8:37 AM",,,Block after Info Column,,,,Use config,,,,,,,,,,623,23,24,23,23,24,24,24,10023,24,24,24,24,24,24,24,24,24,23,23,23,,,,,,,/1/0/10252272_105n10252272-105.jpg,,,,,,,,,,,,
28,,Default,simple,Default Category/Women,base,Seed Product 28,,,,25,Taxable Goods,"Catalog, Search",374,,,,28,Seed Product,Seed Product,Seed Product,/1/0/10252272_105n10252272-105.jpg,,/1/0/10252272_105n10252272-105.jpg,,/1/0/10252272_105n10252272-105.jpg,,/1/0/10252272_105n10252272-105.jpg,,"29/21/18, 1:55 PM","29/22/18, 8:37 AM",,,Block after Info Column,,,,Use config,,,,,,,,,,624,24,25,24,24,25,25,25,10024,25,25,25,25,25,25,25,25,25,24,24,24,,,,,,,/1/0/10252272_105n10252272-105.jpg,,,,,,,,,,,,
29,,Default,simple,Default Category/Women,base,Seed Product 29,,,,26,Taxable Goods,"Catalog, Search",375,,,,29,Seed Product,Seed Product,Seed Product,/1/0/10252272_105n10252272-105.jpg,,/1/0/10252272_105n10252272-105.jpg,,/1/0/10252272_105n10252272-105.jpg,,/1/0/10252272_105n10252272-105.jpg,,"30/21/18, 1:55 PM","30/22/18, 8:37 AM",,,Block after Info Column,,,,Use config,,,,,,,,,,625,25,26,25,25,26,26,26,10025,26,26,26,26,26,26,26,26,26,25,25,25,,,,,,,/1/0/10252272_105n10252272-105.jpg,,,,,,,,,,,,
30,,Default,simple,Default Category/Women,base,Seed Product 30,,,,27,Taxable Goods,"Catalog, Search",376,,,,30,Seed Product,Seed Product,Seed Product,/1/0/10252272_105n10252272-105.jpg,,/1/0/10252272_105n10252272-105.jpg,,/1/0/10252272_105n10252272-105.jpg,,/1/0/10252272_105n10252272-105.jpg,,"31/21/18, 1:55 PM","31/22/18, 8:37 AM",,,Block after Info Column,,,,Use config,,,,,,,,,,626,26,27,26,26,27,27,27,10026,27,27,27,27,27,27,27,27,27,26,26,26,,,,,,,/1/0/10252272_105n10252272-105.jpg,,,,,,,,,,,,
31,,Default,simple,Default Category/Women,base,Seed Product 31,,,,28,Taxable Goods,"Catalog, Search",377,,,,31,Seed Product,Seed Product,Seed Product,/1/0/10252272_105n10252272-105.jpg,,/1/0/10252272_105n10252272-105.jpg,,/1/0/10252272_105n10252272-105.jpg,,/1/0/10252272_105n10252272-105.jpg,,"32/21/18, 1:55 PM","32/22/18, 8:37 AM",,,Block after Info Column,,,,Use config,,,,,,,,,,627,27,28,27,27,28,28,28,10027,28,28,28,28,28,28,28,28,28,27,27,27,,,,,,,/1/0/10252272_105n10252272-105.jpg,,,,,,,,,,,,
32,,Default,simple,Default Category/Women,base,Seed Product 32,,,,29,Taxable Goods,"Catalog, Search",378,,,,32,Seed Product,Seed Product,Seed Product,/1/0/10252272_105n10252272-105.jpg,,/1/0/10252272_105n10252272-105.jpg,,/1/0/10252272_105n10252272-105.jpg,,/1/0/10252272_105n10252272-105.jpg,,"33/21/18, 1:55 PM","33/22/18, 8:37 AM",,,Block after Info Column,,,,Use config,,,,,,,,,,628,28,29,28,28,29,29,29,10028,29,29,29,29,29,29,29,29,29,28,28,28,,,,,,,/1/0/10252272_105n10252272-105.jpg,,,,,,,,,,,,
33,,Default,simple,Default Category/Women,base,Seed Product 33,,,,30,Taxable Goods,"Catalog, Search",379,,,,33,Seed Product,Seed Product,Seed Product,/1/0/10252272_105n10252272-105.jpg,,/1/0/10252272_105n10252272-105.jpg,,/1/0/10252272_105n10252272-105.jpg,,/1/0/10252272_105n10252272-105.jpg,,"34/21/18, 1:55 PM","34/22/18, 8:37 AM",,,Block after Info Column,,,,Use config,,,,,,,,,,629,29,30,29,29,30,30,30,10029,30,30,30,30,30,30,30,30,30,29,29,29,,,,,,,/1/0/10252272_105n10252272-105.jpg,,,,,,,,,,,,
34,,Default,simple,Default Category/Women,base,Seed Product 34,,,,31,Taxable Goods,"Catalog, Search",380,,,,34,Seed Product,Seed Product,Seed Product,/1/0/10252272_105n10252272-105.jpg,,/1/0/10252272_105n10252272-105.jpg,,/1/0/10252272_105n10252272-105.jpg,,/1/0/10252272_105n10252272-105.jpg,,"35/21/18, 1:55 PM","35/22/18, 8:37 AM",,,Block after Info Column,,,,Use config,,,,,,,,,,630,30,31,30,30,31,31,31,10030,31,31,31,31,31,31,31,31,31,30,30,30,,,,,,,/1/0/10252272_105n10252272-105.jpg,,,,,,,,,,,,
35,,Default,simple,Default Category/Women,base,Seed Product 35,,,,32,Taxable Goods,"Catalog, Search",381,,,,35,Seed Product,Seed Product,Seed Product,/1/0/10252272_105n10252272-105.jpg,,/1/0/10252272_105n10252272-105.jpg,,/1/0/10252272_105n10252272-105.jpg,,/1/0/10252272_105n10252272-105.jpg,,"36/21/18, 1:55 PM","36/22/18, 8:37 AM",,,Block after Info Column,,,,Use config,,,,,,,,,,631,31,32,31,31,32,32,32,10031,32,32,32,32,32,32,32,32,32,31,31,31,,,,,,,/1/0/10252272_105n10252272-105.jpg,,,,,,,,,,,,
36,,Default,simple,Default Category/Women,base,Seed Product 36,,,,33,Taxable Goods,"Catalog, Search",382,,,,36,Seed Product,Seed Product,Seed Product,/1/0/10252272_105n10252272-105.jpg,,/1/0/10252272_105n10252272-105.jpg,,/1/0/10252272_105n10252272-105.jpg,,/1/0/10252272_105n10252272-105.jpg,,"37/21/18, 1:55 PM","37/22/18, 8:37 AM",,,Block after Info Column,,,,Use config,,,,,,,,,,632,32,33,32,32,33,33,33,10032,33,33,33,33,33,33,33,33,33,32,32,32,,,,,,,/1/0/10252272_105n10252272-105.jpg,,,,,,,,,,,,
37,,Default,simple,Default Category/Women,base,Seed Product 37,,,,34,Taxable Goods,"Catalog, Search",383,,,,37,Seed Product,Seed Product,Seed Product,/1/0/10252272_105n10252272-105.jpg,,/1/0/10252272_105n10252272-105.jpg,,/1/0/10252272_105n10252272-105.jpg,,/1/0/10252272_105n10252272-105.jpg,,"38/21/18, 1:55 PM","38/22/18, 8:37 AM",,,Block after Info Column,,,,Use config,,,,,,,,,,633,33,34,33,33,34,34,34,10033,34,34,34,34,34,34,34,34,34,33,33,33,,,,,,,/1/0/10252272_105n10252272-105.jpg,,,,,,,,,,,,
38,,Default,simple,Default Category/Women,base,Seed Product 38,,,,35,Taxable Goods,"Catalog, Search",384,,,,38,Seed Product,Seed Product,Seed Product,/1/0/10252272_105n10252272-105.jpg,,/1/0/10252272_105n10252272-105.jpg,,/1/0/10252272_105n10252272-105.jpg,,/1/0/10252272_105n10252272-105.jpg,,"39/21/18, 1:55 PM","39/22/18, 8:37 AM",,,Block after Info Column,,,,Use config,,,,,,,,,,634,34,35,34,34,35,35,35,10034,35,35,35,35,35,35,35,35,35,34,34,34,,,,,,,/1/0/10252272_105n10252272-105.jpg,,,,,,,,,,,,
39,,Default,simple,Default Category/Women,base,Seed Product 39,,,,36,Taxable Goods,"Catalog, Search",385,,,,39,Seed Product,Seed Product,Seed Product,/1/0/10252272_105n10252272-105.jpg,,/1/0/10252272_105n10252272-105.jpg,,/1/0/10252272_105n10252272-105.jpg,,/1/0/10252272_105n10252272-105.jpg,,"40/21/18, 1:55 PM","40/22/18, 8:37 AM",,,Block after Info Column,,,,Use config,,,,,,,,,,635,35,36,35,35,36,36,36,10035,36,36,36,36,36,36,36,36,36,35,35,35,,,,,,,/1/0/10252272_105n10252272-105.jpg,,,,,,,,,,,,
40,,Default,simple,Default Category/Women,base,Seed Product 40,,,,37,Taxable Goods,"Catalog, Search",386,,,,40,Seed Product,Seed Product,Seed Product,/1/0/10252272_105n10252272-105.jpg,,/1/0/10252272_105n10252272-105.jpg,,/1/0/10252272_105n10252272-105.jpg,,/1/0/10252272_105n10252272-105.jpg,,"41/21/18, 1:55 PM","41/22/18, 8:37 AM",,,Block after Info Column,,,,Use config,,,,,,,,,,636,36,37,36,36,37,37,37,10036,37,37,37,37,37,37,37,37,37,36,36,36,,,,,,,/1/0/10252272_105n10252272-105.jpg,,,,,,,,,,,,
41,,Default,simple,Default Category/Women,base,Seed Product 41,,,,38,Taxable Goods,"Catalog, Search",387,,,,41,Seed Product,Seed Product,Seed Product,/1/0/10252272_105n10252272-105.jpg,,/1/0/10252272_105n10252272-105.jpg,,/1/0/10252272_105n10252272-105.jpg,,/1/0/10252272_105n10252272-105.jpg,,"42/21/18, 1:55 PM","42/22/18, 8:37 AM",,,Block after Info Column,,,,Use config,,,,,,,,,,637,37,38,37,37,38,38,38,10037,38,38,38,38,38,38,38,38,38,37,37,37,,,,,,,/1/0/10252272_105n10252272-105.jpg,,,,,,,,,,,,
42,,Default,simple,Default Category/Women,base,Seed Product 42,,,,39,Taxable Goods,"Catalog, Search",388,,,,42,Seed Product,Seed Product,Seed Product,/1/0/10252272_105n10252272-105.jpg,,/1/0/10252272_105n10252272-105.jpg,,/1/0/10252272_105n10252272-105.jpg,,/1/0/10252272_105n10252272-105.jpg,,"43/21/18, 1:55 PM","43/22/18, 8:37 AM",,,Block after Info Column,,,,Use config,,,,,,,,,,638,38,39,38,38,39,39,39,10038,39,39,39,39,39,39,39,39,39,38,38,38,,,,,,,/1/0/10252272_105n10252272-105.jpg,,,,,,,,,,,,
